ut	nuts2
000182330300003	FRF1
000232532000067	BE32
000089604700006	NL33
000088179900048	UKJ1
000267727500013	DE12
000172432800042	DK03
000165829200018	ES30
000085294700034	DE23
000238437300005	UKC1
000238241900026	DE14
000236318700008	SE11
000257101100082	AT22
000165918200002	AT31
000260878700008	DE12
000261005000007	ES51
000252803300005	ES52
000266004400006	ITI1
000176273300043	DE72
000240554000015	CH02
000221961700063	DE60
000174666600098	FI1B
000252145100006	DE91
000251033600027	IE06
000238708900019	SE11
000257284000073	NL11
000264633500068	ITF4
000224994500019	DEB3
000255320200001	IE06
000170593900020	NL33
000254645200029	NL33
000174053800084	NL11
000262605800044	BE24
000252970800029	IE05
000168861200037	ITH3
000249051500070	UKJ1
000176387300004	CH01
000180139800004	UKJ1
000168440400042	ITC4
000085937200040	FR10
000238452800053	UKI3
000243548800005	DE30
000240742100027	DE14
000260775000043	DE91
000238234900006	RO31
000220812600010	DEA2
000225620000021	PT11
000268138200037	ES30
000268749500156	DK05
000236056600009	CH04
000265823300056	DE21
000228013400061	EL30
000265325400019	RO32
000267956400007	UKI3
000236090400005	ITH4
000242598700021	DED2
000271700600004	FRE1
000182533900096	DED2
000252942200004	DEB3
000255043200046	DEG0
000236452100005	UKJ1
000238249000129	DEA2
000175143000057	FRJ1
000237731800011	DK01
000268667100005	LT02
000177548700007	SE22
000225762800013	UKH3
000187165800016	FRI1
000182158000077	DED4
000248485700063	ES30
000267765100009	SE11
000185664000015	UKE3
000234187300028	DE72
000186974100020	UKD3
000264317800010	DE73
000225456000022	ES24
000180719300032	UKK1
000240806800008	DE11
000271083000007	LT01
000089028500008	ES30
000270625900054	CZ03
000229246900020	DEA3
000089844300018	CH04
000177659700020	FRD2
000237273500022	CH03
000232089500081	IE06
000227926800006	ES30
000239019000026	BE24
000269626500008	CH01
000385598500021	AT33
000165696900030	DE21
000242609500019	UKD7
000250339400045	DK03
000256366100016	DEA2
000172906200005	IE06
000261722600022	FI1B
000249664400005	NL41
000228025400017	ITH3
000246167900363	CH01
000264403800253	DEG0
000176089200015	DE30
000228202400011	FRJ1
000229296600032	HU33
000186320500002	ITH3
000271574800031	DE80
000236885800006	FR10
000266263300054	FRI3
000225525200012	ITH3
000242935400062	NL11
000233516800001	FRJ2
000253100300045	PT17
000189264100029	FRK2
000240503500005	UKK1
000221193200017	FRI1
000227621300037	FRD1
000271033200023	ITI2
000165584900016	AT22
000228729500116	UKF2
000176465200017	UKJ1
000181203400012	DE13
000259552000044	UKI3
000275384100138	NO06
000247810800021	DEA1
000232864900012	NL41
000165784900002	FI1C
000237950500106	FRE1
000244867400029	BE24
000242575300034	UKC1
000272803400087	NL33
000224963600010	FR10
000221890700021	FR10
000188391900054	FI19
000250388600002	DE91
000184695500024	UKE4
000259726900014	DED2
000228050900090	NL11
000282024600062	DE30
000266263400056	DED2
000225042700046	ITI1
000260129400032	PT11
000272838600141	AT31
000231687400005	DE30
000167127900069	DE23
000247080001004	SE11
000176019700007	FRF1
000235456000006	DEA1
000261960400029	PL63
000271352100087	CH01
000265943200042	FR10
000228065500148	IE06
000239157000012	ITF6
000183424200087	ES61
000259693800016	UKJ2
000242954700001	FRG0
000271179600019	SE11
000231126000009	UKJ1
000226278700007	FRK2
000185215000009	IE05
000238717200016	CH04
000172505400024	NL11
000229620800014	ITI1
000188940100038	PT11
000230712500005	AT22
000086587000050	DE73
000178866600128	DE11
000250139400012	BE24
000281966900076	DE11
000243380800012	UKL2
000270083800105	UKC1
000189401700018	UKE3
000259062200048	UKD7
000250158600002	FI1B
000271103900019	FRK2
000244893500008	FRJ1
000227635000006	PL91
000227414500014	UKM7
000256466800002	SE12
000268258700008	ITC4
000175771300019	NL41
000270915700018	DE13
000177888300020	DEA1
000253643900014	DE72
000244852000007	UKG3
000089532800074	DE13
000231198500010	IE06
000226962100061	FRF1
000187431300001	FR10
000250476100004	FRG0
000346473600013	CH02
000228602600041	DE25
000257968700067	SE22
000266117600003	UKI3
000237533400035	CH01
000249885000003	UKF1
000265991200001	CH03
000253989300142	FRK2
000279558600032	RO32
000225425100016	AT13
000268138600048	SE12
000180069000021	FR10
000223574000011	DED2
000266035000014	DEA3
000248866600018	DE12
000186886600006	AT22
000229138600023	DE40
000238295900015	UKJ3
000272699000003	FRE1
000274113400031	PL51
000234752800008	FRG0
000174328100001	UKF2
000237817800001	CH04
000171592900038	DE13
000260398500170	DE11
000253611900016	UKK1
000253166200045	DE21
000220182600048	NL33
000258983800059	ES51
000171001100029	FRL0
000234410300009	ES11
000241856700008	ITI4
000242654400005	DE11
000251223600028	DE26
000369992903156	ITI4
000238728500022	EL63
000184247800031	BE24
000185330700006	DE40
000279630101081	UKF1
000174223800032	DEA1
000259653700010	CZ01
000084334600017	AT13
000275995600245	PL51
000170991200036	SE12
000270538800005	NL41
000256564200006	ES51
000230206900020	DE21
000258223900025	ES51
000248072400003	NL41
000087496300131	DE40
000268870100002	FRB0
000248883100009	IE06
000258964300064	ES51
000239623900016	DK01
000244910300002	SE23
000222177500022	IE06
000247510300011	CZ01
000178767200069	ITC4
000275995600163	CH01
000248029800006	DE11
000265649400007	FRG0
000185990300056	NL41
000272066800017	UKD7
000237762800004	UKC2
000168286600003	ITH5
000227321900004	ITF3
000250735600028	DK01
000275911600007	DE12
000179774000018	UKC1
000182161300012	DE12
000179344700036	DEA1
000267563400006	ES41
000177283200003	NL11
000251974000073	BE24
000259263400062	UKK1
000220477400013	DEA4
000229652300006	NL32
000222823300020	DEA2
000275662400007	UKI4
000228202400010	FRJ1
000176840800008	DEG0
000252777700033	SE32
000228824000016	DE13
000233603700106	UKM7
000236207200003	NL41
000165147200023	DE91
000254879900010	AT22
000238091300025	DE12
000244348100013	SE12
000237584600013	UKD3
000171666900006	PL41
000174053800087	DE94
000240488100001	CH01
000225525700014	FR10
000229373600020	UKG3
000268353400002	DE21
000263429700019	NL22
000227414500019	FRI1
000175757400051	DEA2
000248393900060	ITI4
000250064100049	PT16
000171592900046	DE13
000250202400005	EL52
000252254300009	DE12
000243902000015	DE30
000267982200061	ITH2
000272193800027	FR10
000265740600012	FRJ2
000273229200104	UKD7
000226942600013	NL21
000269289200020	FRJ1
000250497000070	CZ03
000236674000023	UKM7
000185669500004	TR10
000248633900063	EL54
000084955900021	DE26
000166011800004	DEG0
000251326600084	CH03
000172545700001	FR10
000179932000005	CH04
000175022100013	DED2
000253476700005	UKH1
000228923300023	DE12
000259140700059	DE26
000247294300013	PL42
000265861800003	DE21
000175709000011	PT17
000187132500001	SE23
000241382500035	ITI4
000251070000009	DE12
000265839000064	DE71
000252565200040	ES51
000283521200019	FI1D
000310357800040	ITG1
000166495000006	DE40
000166234200044	SI04
000244805500004	FRF1
000183925800004	CH03
000246831600014	UKL1
000234357000025	DEB3
000255117100103	UKC1
000172940500015	DEA1
000227621300044	FR10
000246049500030	DE92
000351683200016	DED2
000245870400123	ITH5
000254331500001	DE50
000258491000014	UKH1
000174030900053	DEG0
000272618400012	DE94
000270532300007	CH04
000182288300005	PL51
000180018300019	UKE3
000223988800013	CH03
000224474500015	CH02
000245005300011	DE40
000261049700007	DE30
000333203900033	UKJ1
000250388600018	PL71
000239110200023	FR10
000187438000010	UKC2
000272563900018	IE05
000233603900108	CH05
000266670400003	UKJ3
000179034200004	SE12
000168368500025	DK02
000189152000003	ITH5
000188087800008	DE26
000263556800015	NL31
000229373600004	UKE2
000169361100072	DED2
000244703800013	ITI4
000250316400010	SI04
000174793400032	UKJ1
000230047400335	CH02
000249329600010	ES11
000253830300029	EL52
000186243100009	DE25
000270378100086	ITC1
000222566400016	NL41
000270319600007	PT16
000244006000004	BE21
000183040100010	DE11
000277829300642	ITC4
000256560000006	EL63
000233399100007	BE24
000243585200027	DEA1
000232727100017	BE32
000165398100028	ITF4
000231637100062	UKI3
000183444500001	UKE1
000285710600005	FR10
000220510500088	DED5
000244207900022	CH02
000250541500006	BE33
000234357000016	DK02
000231556400028	DK01
000182935300001	CH02
000273359300008	AT31
000178612300028	RO32
000235787300037	NL32
000272030200018	BE33
000252970600005	ES30
000292877600059	EL43
000235009700014	FRK2
000236925800092	PL63
000089261600007	ITI1
000221755200044	ITI4
000246890800135	DE11
000249050000002	FR10
000187060000004	DE30
000246570700006	UKL2
000260160900007	NO08
000084506500013	DEE0
000221022400001	NL41
000242751200040	FRJ2
000220727000021	DE60
000272341200018	DE21
000273127300106	DE13
000165647300023	ITG1
000224214100006	FRF1
000227730700031	DEE0
000185303600027	ITG1
000252745600006	FI19
000235285600025	DE12
000180547200016	ITF1
000242408000022	SE12
000245098500002	UKH1
000274635800009	SE33
000171596600016	UKG3
000232893700077	AT22
000255200300001	NL11
000086203100059	DE12
000255380500036	CH01
000257289700101	FR10
000302347100001	UKK1
000261746000012	DED5
000231185400027	CH01
000267689900006	FRJ1
000250589300110	ES61
000242886500014	ITG1
000230075800006	FRI1
000258184600062	FRF1
000171341700021	DEA3
000260759300003	FI19
000223145500013	UKJ1
000232229400117	DEF0
000244250100146	PL82
000265381000007	PL21
000232326700025	PT16
000168215500031	FRK2
000231390000013	FRG0
000254774900017	PL91
000087189800072	NL41
000264769300104	DE14
000238268600025	UKJ2
000309470500009	BE24
000221455000007	SE22
000238782900259	ES51
000170885400007	DEA5
000252602900165	ITH5
000230901800005	UKD7
000244964600003	UKJ1
000328569700023	CH03
000172878100006	PT17
000229686200028	DEC0
000264268100010	BG42
000249735800014	ITH5
000274441100007	FRL0
000264898100012	DE11
000238782600003	BE10
000175860900085	DE26
000272999900006	ES61
000225128900020	UKI3
000245782800044	DE25
000253237900067	DEA2
000274202300009	FRI1
000179441700027	DE30
000223110100052	ITF3
000262096000010	DEA2
000236225100061	SE22
000250189300020	IE06
000270438100001	DE72
000257586900004	CH04
000232887400074	UKK4
000176544200044	NL22
000266129100002	ITF3
000246568600115	UKJ2
000184679700002	NL41
000089140500010	DE13
000176247600034	DE21
000250589300005	CY00
000223322000062	ITI2
000225083700005	DE21
000235009700024	UKD6
000303376200002	SI04
000167018700001	BE21
000239812900006	FRD1
000274189700003	CH02
000244011500065	BG41
000271501100012	DE11
000269075700023	CZ01
000267182700011	FRK2
000260859400005	FI1D
000245336500028	UKI3
000184272800004	RS11
000223516700001	UKE1
000245045000003	UKE4
000250367600002	FRF1
000245905004019	FRC2
000255879000035	DEG0
000176195100021	CH01
000271575500047	DEA2
000273157800010	BG41
000223990200043	FI1B
000244252600010	ES42
000251580500021	DEA4
000186348500040	IE05
000238256300010	UKJ2
000225079300029	DK01
000266334000014	CH03
000263847300026	DE21
000242215000016	ITH3
000232605600031	EL43
000178683700003	UKD7
000241722600001	ES41
000244791700104	DE23
000263815800093	ES30
000263804200036	AT22
000249559400014	AT22
000179806500275	ITI4
000239543600081	DEG0
000251733600022	FRJ2
000188965700036	BE24
000233133400012	FR10
000230466300011	DE91
000246072900013	SE33
000222063600029	UKJ1
000264201400012	DEA2
000231564300059	PL41
000240719400001	AT33
000171340500042	FRG0
000252337106008	SE33
000232307700002	FRI1
000234205600013	DEE0
000175088600044	CH04
000271234300042	SE12
000248194000055	UKJ2
000256485700002	DEA2
000183364000004	FI1C
000182095000004	CH04
000168345600005	FRF1
000255717400089	ITF4
000235373400031	AT31
000172421600059	DE25
000175771800030	DEA2
000257618400017	FRK2
000255506900005	NL33
000284321900002	DE21
000261746000010	ITG1
000179629500007	DEA1
000266500900182	UKK1
000375245000100	NL33
000240012600006	ITH5
000223375100032	NL41
000232189100343	ITC4
000234313000003	UKE3
000183742000001	DED2
000224041600002	FI1C
000272919200008	ITI4
000225622900020	CZ01
000220634400004	FR10
000237657900010	ES30
000178877500009	DE30
000229558100002	ITH4
000183680500086	BE24
000258904100049	FRJ1
000221786900066	FRK2
000258076300045	TR10
000259883900032	SE22
000240609900149	DEB3
000325188400047	DE30
000230248100025	UKF2
000252208200019	DE71
000272838600104	NL41
000185656200025	PT17
000271303900010	UKH1
000233515700010	DE12
000256885400005	ES22
000087539700017	SE12
000252614300001	DEE0
000169660000061	FRF1
000238893000013	UKH1
000244533400082	UKD4
000186787100044	UKJ3
000269063300068	FRK2
000189386300041	ITC1
000232627600007	DK01
000230014100004	EL63
000237274900008	ITH2
000182720500012	NL42
000229414400008	UKH1
000234357700001	CH02
000256500400077	FR10
000243581800016	DE12
000263272100030	SE31
000268131400003	DE25
000180689000007	ES24
000234301800005	UKI3
000271968400022	TR31
000246831600092	DE71
000182544100006	DED4
000279343900086	DED2
000178071800025	DE24
000087118100004	HU11
000224407700009	UKH1
000399818702209	DK02
000222832100004	DEA3
000228991600013	ITC4
000255150500014	UKM8
000268751001686	CH04
000247573600012	DE50
000255019800010	BE33
000256706000082	SE12
000085457900040	DE92
000225154200042	PL91
000229344800009	ITI2
000226550100015	UKI3
000228901600020	DE21
000181328200006	FI1B
000256862500088	EL52
000225685800010	UKD7
000252685900019	ITI4
000221210100062	SE12
000248984800093	SE12
000243381300007	DE50
000272341200004	DEA2
000251042300011	BE24
000173028800033	CH04
000253628500010	FRF2
000285745600021	DE91
000182401700023	DEA5
000089474600013	DE60
000266409200024	CH01
000266928700063	FR10
000179259900018	DEG0
000223500800025	DE94
000240875800113	DE91
000246789700030	SE23
000222704700009	DEE0
000232725900023	NL22
000252965900019	ES30
000272836900001	ITI4
000232808500007	UKH1
000187250800010	HU33
000273856400006	ES30
000261577900042	FI1C
000253764400046	NL41
000246890900012	DE23
000239238100019	UKE3
000175926200001	DE25
000256962000029	NL31
000233603700061	NO08
000239690900046	NL33
000259141300002	DE30
000238893000049	FRI2
000224547300013	NL33
000268174400027	DE40
000257480500007	DE12
000238645600021	BE35
000251336600035	UKJ1
000188507200010	CZ07
000175383700028	DE26
000272810600001	PL21
000223043100006	SE23
000234313000018	UKE3
000183172400022	FRE1
000222705200038	PT16
000167817000050	DE12
000236635700045	CH04
000247867700045	TRA1
000226449800004	SE23
000263889200009	DE71
000181378400007	CH01
000259188700048	FRK2
000181863100005	DE40
000172173600011	FR10
000233985900006	PL71
000187425200009	CH03
000270067200021	LT01
000172166800045	BE23
000235251800007	ITI4
000259674000017	ITC4
000274704200004	PT16
000229712100004	ES22
000260438800016	FR10
000182296700041	DE30
000249840400001	BE23
000247761800015	ITI4
000237383300005	UKK1
000230781600008	BG41
000177390700001	SK01
000166907600054	UKD3
000263925700008	HU11
000231397200061	DEE0
000167162100022	DK04
000172967500024	UKJ2
000175101100004	FRK2
000248917200003	FRH0
000256771400011	NL32
000221793600044	DEE0
000261656600050	ES30
000088054900025	NL21
000169760100014	UKM7
000172669900022	ITC4
000169911200005	NL21
000227159400016	UKH1
000224238200111	ITI4
000186262600003	UKM7
000226479900016	BE24
000273615700055	BE10
000090041200012	EL63
000227103500011	FRE1
000261294100007	ITI4
000238077000005	NL33
000222219000148	ITF3
000250947300014	PL21
000226709000039	CZ01
000177597500021	AT33
000239054000039	ES61
000086662100039	DK01
000228679200015	FRK1
000166846100006	UKI3
000167998700009	UKN0
000287978003182	FRL0
000178789100046	FR10
000237036502004	IE05
000245005600006	FRK2
000263371800010	SE12
000269654900011	NL32
000271428200004	UKJ1
000254453700023	PL22
000271151600042	UKM8
000258650100012	CH02
000260620500038	DEB3
000250684300006	FR10
000223873000017	FRI1
000176680400029	BE10
000244627400009	FRL0
000258964300033	TR22
000264093800012	UKK1
000251355800045	DE25
000251678800005	SE22
000267635500069	BE24
000182928300052	DK05
000247452400031	TR10
000260533400072	NL22
000181705900011	NL31
000175028700007	UKE1
000188584500010	UKG3
000262127600020	PL63
000259710600016	DE71
000185861900041	DE30
000260545400007	DEF0
000300459600035	UKI3
000259991900023	EL43
000272904100018	DE30
000265403600025	FRK2
000258976500019	SE11
000168536500030	DE71
000282150100006	ES51
000186550800014	FRJ2
000237518600007	FRF1
000244009600005	FRJ1
000252890700116	UKE3
000178977700048	DE26
000266848200003	DE40
000260574500081	FRK1
000259598300036	CH03
000270942100027	ITC4
000267048200056	NL41
000230723900182	DE60
000222766100123	DE40
000188895600007	CZ01
000180018300011	ES30
000181501200069	ITC3
000266471200004	AT13
000234992900003	CZ02
000086900800022	UKE1
000234301500043	UKC1
000268455800003	UKE3
000226176700018	UKF1
000241528700017	FRE2
000248984600015	DE23
000257356900001	ITC3
000250491700017	HU11
000234790600010	ES51
000169131500042	DEF0
000264050100001	ES51
000184280700018	UKG3
000251294100002	BG41
000277928100015	AT31
000264759500054	DE12
000171704700021	FRF3
000262765600032	FR10
000252862900141	DE60
000189075000027	SE12
000240149800005	TR31
000186384500060	DE92
000180381600012	DK01
000207841600003	NL41
000239807500008	DEA1
000246426600013	TR51
000263818900035	ITC1
000227684200033	DE40
000188863400003	ES61
000085529500097	DK01
000248390800018	ES51
